_id,term,high_school_name,high_school_ceeb,city,county,zip_code,total_attending_suny_institutions,attending_suny_doctoral_institutions,attending_suny_comprehensive_colleges,attending_suny_technology_colleges,attending_suny_community_colleges
608833424e591253b5935d94,2016,Rhodes Preparatory School,333909,New York,New York,10024,1,0,0,0,1
608833424e591253b5935d95,2016,Gaynor Mc Cown Expeditionary,335367,Staten Island,Richmond,10314,15,1,8,1,1
608833424e591253b5935d96,2016,Chesterton Academy Of Buffalo,335921,Cheektowaga,Erie,14206,1,0,0,0,1
608833424e591253b5935d97,2016,H. I. S.  Institute,335480,Syracuse,Onondaga,13205,1,0,0,0,1
608833424e591253b5935d98,2016,The Harvey School,332644,Katonah,Westchester,10536,5,1,1,0,1
608833424e591253b5935d99,2016,Convent Of The Sacred Heart,333575,New York,New York,10128,1,1,0,0,0
608833424e591253b5935d9a,2016,Saint Raymond High School Boys,334011,Bronx,Bronx,10462,38,10,9,6,13
608833424e591253b5935d9b,2016,Grace Career & Technical High,333660,Bronx,Bronx,10458,1,0,0,0,1
608833424e591253b5935d9c,2016,The Heritage School,333678,New York,New York,10029,7,1,1,4,0
608833424e591253b5935d9d,2016,East Rochester High School,331730,East Rochester,Monroe,14445,34,1,8,1,22
608833424e591253b5935d9e,2016,Bainbridge - Guilford Central,330290,Bainbridge,Chenango,13733,28,1,1,7,17
608833424e591253b5935d9f,2016,School For Human Rights,330909,Brooklyn,Kings,11203,1,0,0,1,0
608833424e591253b5935da0,2016,Suffern High School,335435,Suffern,Rockland,10901,177,48,39,1,88
608833424e591253b5935da1,2016,Helen Hayes Hospital/School,335890,West Haverstraw,Rockland,10993,1,0,0,0,1
608833424e591253b5935da2,2016,Academy For Environmental Lead,330979,Brooklyn,Kings,11237,1,1,0,0,1
608833424e591253b5935da3,2016,Urban Assembly Gateway School,333814,New York,New York,10019,20,1,12,5,1
608833424e591253b5935da4,2016,Oppenheim - Ephratah Central S,334999,Saint Johnsville,Fulton,13452,1,0,0,0,1
608833424e591253b5935da5,2016,Maple Grove Jr  Sr High School,330400,Bemus Point,Chautauqua,14712,24,6,4,0,14
608833424e591253b5935da6,2016,Urban Academy,334105,New York,New York,10065,1,0,0,1,1
608833424e591253b5935da7,2016,Alfred E Smith High School,333485,Bronx,Bronx,10451,4,0,0,1,1
608833424e591253b5935da8,2016,Garden School,332540,Jackson Heights,Queens,11372,1,1,1,0,0
608833424e591253b5935da9,2016,Eagle Academy For Young Men,330497,Bronx,Bronx,10457,28,1,1,9,15
608833424e591253b5935daa,2016,Bronxwood Preparatory Academy,330744,Bronx,Bronx,10466,11,0,4,1,5
608833424e591253b5935dab,2016,Houghton Academy,332470,Houghton,Allegany,14744,6,1,0,1,1
608833424e591253b5935dac,2016,Arlington Senior High School,334620,La Grangeville,Dutchess,12540,418,54,62,7,295
608833424e591253b5935dad,2016,Locust Valley High School,332882,Locust Valley,Nassau,11560,52,15,14,5,18
608833424e591253b5935dae,2016,Holcombe L. Rucker School Of C,330843,Bronx,Bronx,10459,9,1,1,1,4
608833424e591253b5935daf,2016,Pine Bush Central High School,334520,Pine Bush,Orange,12566,269,30,41,12,186
608833424e591253b5935db0,2016,Catherine Mcauley High School,330645,Brooklyn,Kings,11203,1,0,0,0,1
608833424e591253b5935db1,2016,Lycee Francais De New York,333760,New York,New York,10021,1,1,0,0,0
608833424e591253b5935db2,2016,Bais Yaakov Of Ramapo,333183,Monsey,Rockland,10952,1,0,0,0,1
608833424e591253b5935db3,2016,Burgard High School,330995,Buffalo,Erie,14214,27,1,5,0,21
608833424e591253b5935db4,2016,Saint Catharine Academy,333965,Bronx,Bronx,10469,34,11,4,1,17
608833424e591253b5935db5,2016,Urban Assembly School Of Appli,330953,Bronx,Bronx,10457,14,4,6,1,1
608833424e591253b5935db6,2016,Leadership And Public Service,333819,New York,New York,10006,5,1,1,1,0
608833424e591253b5935db7,2016,Brooklyn H S  Leadership Commu,331023,Brooklyn,Kings,11205,1,0,0,0,1
608833424e591253b5935db8,2016,Sacred Heart Academy,332330,Hempstead,Nassau,11550,25,6,7,1,10
608833424e591253b5935db9,2016,Buffalo Academy Science - Math,330989,Buffalo,Erie,14207,6,0,0,0,6
608833424e591253b5935dba,2016,Lakeland High School,335187,Shrub Oak,Westchester,10588,112,28,27,4,53
608833424e591253b5935dbb,2016,H C Z Promise Academy High Sch,333884,New York,New York,10027,19,4,5,9,1
608833424e591253b5935dbc,2016,Weedsport Jr. Sr. High School,335860,Weedsport,Cayuga,13166,40,1,7,6,26
608833424e591253b5935dbd,2016,Leon M Goldstein  H S  For Sci,330752,Brooklyn,Kings,11235,41,26,13,0,1
608833424e591253b5935dbe,2016,Oracle Charter School,331026,Buffalo,Erie,14209,22,0,8,1,13
608833424e591253b5935dbf,2016,Oswego High School,334355,Oswego,Oswego,13126,120,1,31,5,82
608833424e591253b5935dc0,2016,Pathways In Technology Early C,331085,Brooklyn,Kings,11213,1,0,1,0,0
608833424e591253b5935dc1,2016,Essex Street Academy,333693,New York,New York,10002,27,1,14,5,7
608833424e591253b5935dc2,2016,Berlin Middle - High School,330410,Cherry Plain,Rensselaer,12040,20,1,4,1,13
608833424e591253b5935dc3,2016,Maple Hill High School,331255,Castleton,Rensselaer,12033,36,1,6,1,25
608833424e591253b5935dc4,2016,Elwood John H Glenn  High Scho,332489,East Northport,Suffolk,11731,95,24,20,11,40
608833424e591253b5935dc5,2016,Liberty High School Academy Ne,333743,New York,New York,10011,4,0,1,1,1
608833424e591253b5935dc6,2016,Holland Patent Central  High S,332410,Holland Patent,Oneida,13354,47,6,4,1,34
608833424e591253b5935dc7,2016,Midlakes High School,331395,Clifton Springs,Ontario,14432,58,4,9,7,38
608833424e591253b5935dc8,2016,Nichols School,331080,Buffalo,Erie,14216,16,9,5,0,1
608833424e591253b5935dc9,2016,The Calhoun School,333505,New York,New York,10024,1,0,1,0,1
608833424e591253b5935dca,2016,Mount Moriah Academy,332113,Glenmont,Albany,12077,1,0,0,0,1
608833424e591253b5935dcb,2016,Albion Correctional Facility,330101,Albion,Orleans,14411,1,0,0,0,1
608833424e591253b5935dcc,2016,Livonia Central School,332860,Livonia,Livingston,14487,55,7,11,9,28
608833424e591253b5935dcd,2016,Saint John Villa Academy,335380,Staten Island,Richmond,10305,1,1,0,1,1
608833424e591253b5935dce,2016,Marathon Central School,333035,Marathon,Cortland,13803,30,0,4,5,21
608833424e591253b5935dcf,2016,Great Neck Village School,332171,Great Neck,Nassau,11023,10,1,4,1,4
608833424e591253b5935dd0,2016,Fox Lane High School,333245,Bedford,Westchester,10506,90,25,22,4,39
608833424e591253b5935dd1,2016,Highland High School,332370,Highland,Ulster,12528,79,5,10,1,62
608833424e591253b5935dd2,2016,Saint Johns Preparatory,332892,Astoria,Queens,11105,8,4,1,1,1
608833424e591253b5935dd3,2016,Loudonville Christian School,332923,Loudonville,Albany,12211,6,1,0,1,4
608833424e591253b5935dd4,2016,Soundview Preparatory School,334221,Yorktown Heights,Westchester,10598,4,0,1,1,1
608833424e591253b5935dd5,2016,Greene Central School,332175,Greene,Chenango,13778,50,1,1,6,38
608833424e591253b5935dd6,2016,Aspirations Diploma Plus  H S,331048,Brooklyn,Kings,11233,1,0,0,0,1
608833424e591253b5935dd7,2016,J C Wilson Magnet High School,334821,Rochester,Monroe,14611,78,4,5,1,67
608833424e591253b5935dd8,2016,Kingston High School,332705,Kingston,Ulster,12401,242,22,24,14,182
608833424e591253b5935dd9,2016,Academy Software Engineering,333428,New York,New York,10003,26,11,9,4,1
608833424e591253b5935dda,2016,Falconer Middle Senior High Sc,331875,Falconer,Chautauqua,14733,44,0,1,1,39
608833424e591253b5935ddb,2016,All City Leadership Secondary,330642,Brooklyn,Kings,11237,4,1,1,0,0
608833424e591253b5935ddc,2016,Valley Heights Christian Acade,334244,Norwich,Chenango,13815,1,0,0,1,0
608833424e591253b5935ddd,2016,Turner/Carroll High School,330982,Buffalo,Erie,14215,1,0,0,0,1
608833424e591253b5935dde,2016,Gregorio Luperon High School,333749,New York,New York,10032,1,0,1,0,0
608833424e591253b5935ddf,2016,New Rochelle High School #2,333368,New Rochelle,Westchester,10801,33,10,6,6,11
608833424e591253b5935de0,2016,Long Island H S For The Arts,335438,Syosset,Nassau,11791,1,0,1,0,0
608833424e591253b5935de1,2016,Queensbury High School,332105,Queensbury,Warren,12804,129,11,18,1,98
608833424e591253b5935de2,2016,Monroe Woodbury High School,331297,Central Valley,Orange,10917,289,52,53,14,170
608833424e591253b5935de3,2016,N Y C  Lab School For Collabor,333853,New York,New York,10011,29,17,6,0,6
608833424e591253b5935de4,2016,Francis Lewis High School,331926,Fresh Meadows,Queens,11365,151,110,17,5,19
608833424e591253b5935de5,2016,Southampton High School,335255,Southampton,Suffolk,11968,41,5,9,1,24
608833424e591253b5935de6,2016,Salesian High School,333375,New Rochelle,Westchester,10801,28,4,1,5,16
608833424e591253b5935de7,2016,Paul V Moore High School,331295,Central Square,Oswego,13036,119,7,27,9,76
608833424e591253b5935de8,2016,Valley Stream Central High Sch,335710,Valley Stream,Nassau,11580,143,21,19,7,96
608833424e591253b5935de9,2016,Marathon Christian Academy,333036,Marathon,Cortland,13803,1,0,0,0,1
608833424e591253b5935dea,2016,Auburn High School,330240,Auburn,Cayuga,13021,150,10,4,6,130
608833424e591253b5935deb,2016,Palisade Preparatory School,336048,Yonkers,Westchester,10701,42,4,1,1,32
608833424e591253b5935dec,2016,Webutuck High School,330150,Amenia,Dutchess,12501,17,4,1,1,8
608833424e591253b5935ded,2016,Brooklyn Generation School,331024,Brooklyn,Kings,11236,1,0,0,1,1
608833424e591253b5935dee,2016,Roads Charter School I I,331133,Bronx,Bronx,10459,4,0,0,0,4
608833424e591253b5935def,2016,Horace Mann School,333700,Bronx,Bronx,10471,4,1,0,0,1
608833424e591253b5935df0,2016,Humanities Preparatory Academy,333704,New York,New York,10011,8,1,5,1,1
608833424e591253b5935df1,2016,Beacon High School,330360,Beacon,Dutchess,12508,116,11,10,1,93
608833424e591253b5935df2,2016,Allendale Columbia School,334785,Rochester,Monroe,14618,1,1,0,0,0
608833424e591253b5935df3,2016,Greenville Jr - Sr High School,332190,Greenville,Greene,12083,48,5,1,5,35
608833424e591253b5935df4,2016,Watervliet Jr - Sr High School,335830,Watervliet,Albany,12189,46,1,5,1,39
608833424e591253b5935df5,2016,Jamaica Gateway To The Science,334657,Jamaica,Queens,11432,22,9,7,5,1
608833424e591253b5935df6,2016,Binghamton North Hs,330430,Binghamton,Broome,13904,1,0,0,0,1
608833424e591253b5935df7,2016,Manhattan Village Academy,333791,New York,New York,10010,18,7,9,1,1
608833424e591253b5935df8,2016,New York Inst Special Educatio,333852,Bronx,Bronx,10469,1,0,0,1,1
608833424e591253b5935df9,2016,Choir Academy Of Harlem,333557,New York,New York,10035,11,0,1,1,8
608833424e591253b5935dfa,2016,Windham Ashland Jewett Central,335995,Windham,Greene,12496,13,0,1,5,5
608833424e591253b5935dfb,2016,Innovation Diploma Plus  H S,333732,New York,New York,10024,5,0,0,0,5
608833424e591253b5935dfc,2016,Al-Madinah School,330502,Brooklyn,Kings,11215,1,1,0,0,0
608833424e591253b5935dfd,2016,Haverling High School,330340,Bath,Steuben,14810,33,4,8,7,14
608833424e591253b5935dfe,2016,Brooklyn Institute Liberal Art,331107,Brooklyn,Kings,11203,9,0,7,1,1
608833424e591253b5935dff,2016,Dominican Academy,333595,New York,New York,10065,10,8,0,1,1
608833424e591253b5935e00,2016,Rochester Early Colg Intrntl,334786,Rochester,Monroe,14611,30,1,1,0,26
608833424e591253b5935e01,2016,Lewiston - Porter High School,336090,Youngstown,Niagara,14174,111,16,24,1,69
608833424e591253b5935e02,2016,Warrensburg Central School,335775,Warrensburg,Warren,12885,26,0,1,1,21
608833424e591253b5935e03,2016,Clarkstown Senior High School,335913,West Nyack,Rockland,10994,137,38,21,1,76
608833424e591253b5935e04,2016,Northport High School,334205,Northport,Suffolk,11768,219,33,71,30,85
608833424e591253b5935e05,2016,Roscoe Central School,334915,Roscoe,Sullivan,12776,10,0,1,1,6
608833424e591253b5935e06,2016,Birchwood School,335912,West Nyack,Rockland,10994,4,1,0,0,1
608833424e591253b5935e07,2016,Victor Senior High School,335735,Victor,Ontario,14564,145,38,31,1,74
608833424e591253b5935e08,2016,Earl L Vandermeulen High Schoo,334585,Port Jefferson,Suffolk,11777,38,10,9,1,18
608833424e591253b5935e09,2016,Stissing Mountain Jr - Sr  H S,334525,Pine Plains,Dutchess,12567,44,1,6,1,33
608833424e591253b5935e0a,2016,Olympus Academy,330951,Brooklyn,Kings,11236,1,0,0,0,1
608833424e591253b5935e0b,2016,Richard R Green  H S  Of Teach,333916,New York,New York,10004,20,1,6,1,11
608833424e591253b5935e0c,2016,Gananda Central School,332958,Walworth,Wayne,14568,47,4,11,1,30
608833424e591253b5935e0d,2016,Marsha Stern Talmudical Acad,334148,New York,New York,10033,5,4,0,0,1
608833424e591253b5935e0e,2016,Indian Lake Central School,332510,Indian Lake,Hamilton,12842,4,0,0,1,1
608833424e591253b5935e0f,2016,Tupper Lake Middle High School,335645,Tupper Lake,Franklin,12986,31,0,10,1,18
608833424e591253b5935e10,2016,Edmeston Central School,331760,Edmeston,Otsego,13335,16,0,1,6,8
608833424e591253b5935e11,2016,Buffalo Academy For Visual & P,330988,Buffalo,Erie,14209,55,1,22,1,29
608833424e591253b5935e12,2016,William Nottingham High School,335530,Syracuse,Onondaga,13224,139,10,15,7,107
608833424e591253b5935e13,2016,Springville - Griffith Inst  H,335315,Springville,Erie,14141,49,8,15,10,16
608833424e591253b5935e14,2016,Brooklyn Collegiate: A College,330667,Brooklyn,Kings,11233,20,5,4,4,7
608833424e591253b5935e15,2016,City Polytech  H S Eng - Arch-,331054,Brooklyn,Kings,11201,5,0,0,1,4
608833424e591253b5935e16,2016,Buffalo Evening High School,330987,Buffalo,Erie,14214,1,0,0,0,1
608833424e591253b5935e17,2016,North Tonawanda High School,334230,North Tonawanda,Niagara,14120,114,13,11,1,87
608833424e591253b5935e18,2016,Longwood Senior High School,331478,Middle Island,Suffolk,11786,331,40,35,22,234
608833424e591253b5935e19,2016,Young Womens Leadership School,332592,Jamaica,Queens,11432,4,1,1,0,0
608833424e591253b5935e1a,2016,Global Learning Collaborative,333647,New York,New York,10024,12,1,6,1,1
608833424e591253b5935e1b,2016,Channel View Sch For Research,334897,Rockaway Park,Queens,11694,14,5,1,0,6
608833424e591253b5935e1c,2016,Sweet Home High School,331123,Amherst,Erie,14228,123,30,18,1,72
608833424e591253b5935e1d,2016,Medgar Evars College Prep Scho,330759,Brooklyn,Kings,11225,32,12,10,9,1
608833424e591253b5935e1e,2016,Liverpool High School,332850,Liverpool,Onondaga,13090,244,29,64,14,137
608833424e591253b5935e1f,2016,Monroe Visual Arts & Design,330518,Bronx,Bronx,10472,4,1,1,0,1
608833424e591253b5935e20,2016,Berne - Knox - Westerlo High S,330415,Berne,Albany,12023,35,5,1,8,20
608833424e591253b5935e21,2016,Cortland Jr - Sr  High School,331525,Cortland,Cortland,13045,70,8,11,11,40
608833424e591253b5935e22,2016,Irvington High School,332520,Irvington,Westchester,10533,38,10,5,1,22
608833424e591253b5935e23,2016,Teachers Preparatory School,330900,Brooklyn,Kings,11212,13,1,4,1,1
608833424e591253b5935e24,2016,Mechanicville High School,333090,Mechanicville,Saratoga,12118,52,4,10,1,36
608833424e591253b5935e25,2016,Elizabethtown Lewis Central Sc,331790,Elizabethtown,Essex,12932,14,0,4,0,10
608833424e591253b5935e26,2016,Portville Central School,334600,Portville,Cattaraugus,14770,20,1,1,1,13
608833424e591253b5935e27,2016,Lyons Middle-High School,332950,Lyons,Wayne,14489,23,1,1,0,21
608833424e591253b5935e28,2016,Expeditionary Learning School,331016,Brooklyn,Kings,11214,4,0,4,0,0
608833424e591253b5935e29,2016,Commack High School,331453,Commack,Suffolk,11725,241,74,65,19,83
608833424e591253b5935e2a,2016,Tuckahoe High School,335635,Eastchester,Westchester,10709,13,0,0,1,11
608833424e591253b5935e2b,2016,Cazenovia Central High School,331280,Cazenovia,Madison,13035,35,1,13,12,8
608833424e591253b5935e2c,2016,Indian River Sr High School,334500,Philadelphia,Jefferson,13673,63,0,7,9,47
608833424e591253b5935e2d,2016,High School Of Fashion Industr,333680,New York,New York,10011,93,8,34,1,48
608833424e591253b5935e2e,2016,Saugerties Senior High School,335055,Saugerties,Ulster,12477,101,7,11,4,79
608833424e591253b5935e2f,2016,Cairo - Durham High School,331145,Cairo,Greene,12413,48,1,1,4,40
608833424e591253b5935e30,2016,Peekskill High School,334465,Peekskill,Westchester,10566,87,7,4,1,73
608833424e591253b5935e31,2016,Wells Central School,335865,Wells,Hamilton,12190,4,1,1,0,1
608833424e591253b5935e32,2016,Yonkers Montessori Academy,336046,Yonkers,Westchester,10704,18,1,1,0,13
608833424e591253b5935e33,2016,Jill Chaifetz Transfer  H S,330963,Bronx,Bronx,10456,4,0,0,0,4
608833424e591253b5935e34,2016,East - West School Of Internat,331939,Flushing,Queens,11355,12,6,1,1,1
608833424e591253b5935e35,2016,Our Lady Of Mercy High School,334845,Rochester,Monroe,14610,34,10,10,0,14
608833424e591253b5935e36,2016,Romulus Central School,334910,Romulus,Seneca,14541,17,1,1,0,14
608833424e591253b5935e37,2016,Wings Academy High School,330516,Bronx,Bronx,10460,19,0,1,4,12
608833424e591253b5935e38,2016,Prattsburgh Central School,334635,Prattsburgh,Steuben,14873,9,1,0,1,6
608833424e591253b5935e39,2016,Jacqueline Kennedy Onassis Hig,333686,New York,New York,10036,11,1,5,5,0
608833424e591253b5935e3a,2016,H Frank Carey High School,331985,Franklin Square,Nassau,11010,127,27,20,5,75
608833424e591253b5935e3b,2016,Do Not Use Monroe Academy For,333720,Bronx,Bronx,10472,1,0,0,0,1
608833424e591253b5935e3c,2016,Frank Sinatra School Of The Ar,332901,Astoria,Queens,11106,46,15,23,0,8
608833424e591253b5935e3d,2016,Academy Of Innovative Tech  H,331086,Brooklyn,Kings,11208,6,1,1,0,1
608833424e591253b5935e3e,2016,Loyola School,333755,New York,New York,10028,1,0,0,0,1
608833424e591253b5935e3f,2016,Johnson City Sr High School,332630,Johnson City,Broome,13790,122,10,11,12,89
608833424e591253b5935e40,2016,North Salem High School,334645,North Salem,Westchester,10560,29,9,8,1,11
608833424e591253b5935e41,2016,Comsewogue High School,334587,Port Jefferson S,Suffolk,11776,156,26,20,1,107
608833424e591253b5935e42,2016,E F  Academy,334864,Thornwood,Westchester,10594,1,1,1,0,0
608833424e591253b5935e43,2016,Park East High School,333875,New York,New York,10029,15,0,4,5,6
608833424e591253b5935e44,2016,Orchard Collegiate Academy,334022,New York,New York,10002,1,1,0,0,1
608833424e591253b5935e45,2016,Anthony Henninger High School,335475,Syracuse,Onondaga,13206,134,9,20,4,101
608833424e591253b5935e46,2016,Hebrew Academy Of The Five Tow,331885,Cedarhurst,Nassau,11516,11,5,1,0,5
608833424e591253b5935e47,2016,Brooklyn School Math Research,331096,Brooklyn,Kings,11237,5,1,4,0,0
608833424e591253b5935e48,2016,Academy For Social Action,334049,New York,New York,10027,6,0,5,1,0
608833424e591253b5935e49,2016,Aquinas High School,333420,Bronx,Bronx,10457,20,10,1,1,4
608833424e591253b5935e4a,2016,East Irondequoit Eastridge Hig,334797,Rochester,Monroe,14622,116,1,15,4,94
608833424e591253b5935e4b,2016,Notre Dame Bishop Gibbons H S,335098,Schenectady,Schenectady,12304,13,1,1,0,8
608833424e591253b5935e4c,2016,Penn Yan Academy,334480,Penn Yan,Yates,14527,51,1,5,5,40
608833424e591253b5935e4d,2016,School For Democracy And Leade,330823,Brooklyn,Kings,11203,5,1,1,1,1
608833424e591253b5935e4e,2016,Williamsville East High School,335984,East Amherst,Erie,14051,100,39,28,1,32
608833424e591253b5935e4f,2016,Manhasset High School,333010,Manhasset,Nassau,11030,36,19,4,1,11
608833424e591253b5935e50,2016,Lancaster Central High School,332765,Lancaster,Erie,14086,255,62,77,8,108
608833424e591253b5935e51,2016,South Brooklyn Community High,330884,Brooklyn,Kings,11231,1,0,0,0,1
608833424e591253b5935e52,2016,Crotona Intrntl High School,331108,Bronx,Bronx,10458,1,0,1,0,0
608833424e591253b5935e53,2016,Dreamyard Preparatory School,330839,Bronx,Bronx,10457,5,1,1,1,1
608833424e591253b5935e54,2016,Bronx High School Of Science,333480,Bronx,Bronx,10468,171,162,4,1,1
608833424e591253b5935e55,2016,Academy Language Technology,330851,Bronx,Bronx,10453,1,0,1,0,1
608833424e591253b5935e56,2016,Robert Louis Stevenson School,333930,New York,New York,10023,1,0,1,0,0
608833424e591253b5935e57,2016,Riverside High School,333779,Yonkers,Westchester,10701,62,4,0,1,57
608833424e591253b5935e58,2016,Fonda - Fultonville Central H,331930,Fonda,Montgomery,12068,49,1,11,5,31
608833424e591253b5935e59,2016,Kamit Preparatory Institute,330563,Brooklyn,Kings,11216,1,0,0,0,1
608833424e591253b5935e5a,2016,Alfred - Almond Central School,330135,Almond,Allegany,14804,23,1,1,18,1
608833424e591253b5935e5b,2016,Monsignor Farrell High School,335352,Staten Island,Richmond,10306,27,15,7,5,1
608833424e591253b5935e5c,2016,Concord High School,335342,Staten Island,Richmond,10304,1,0,0,0,1
608833424e591253b5935e5d,2016,Franklin D Roosevelt  H S,330713,Brooklyn,Kings,11204,24,15,1,1,4
608833424e591253b5935e5e,2016,Bronx Leadership Academy  I I,330568,Bronx,Bronx,10451,26,1,13,5,7
608833424e591253b5935e5f,2016,Newfield High School,331283,Selden,Suffolk,11784,155,12,29,6,108
608833424e591253b5935e60,2016,Frederick Douglass Acad  I I I,330935,Bronx,Bronx,10456,11,0,6,0,5
608833424e591253b5935e61,2016,Port Chester High School,334575,Port Chester,Westchester,10573,118,11,10,1,94
608833424e591253b5935e62,2016,Elba Central School,331775,Elba,Genesee,14058,20,0,0,4,16
608833424e591253b5935e63,2016,Grand Island Sr High School,332163,Grand Island,Erie,14072,105,24,28,1,50
608833424e591253b5935e64,2016,Queens Collegiate - A  C  B,332569,Jamaica,Queens,11432,7,1,1,0,4
608833424e591253b5935e65,2016,Lisbon Central School,332830,Lisbon,St. Lawrence,13658,22,0,9,8,5
608833424e591253b5935e66,2016,Sackets Harbor Central School,334975,Sackets Harbor,Jefferson,13685,19,0,1,1,17
608833424e591253b5935e67,2016,Immaculate Heart Central,335820,Watertown,Jefferson,13601,28,1,6,1,17
608833424e591253b5935e68,2016,Wantagh High School,335765,Wantagh,Nassau,11793,114,20,32,16,46
608833424e591253b5935e69,2016,Rome Free Academy,334895,Rome,Oneida,13441,167,15,18,9,125
608833424e591253b5935e6a,2016,Ardsley High School,330210,Ardsley,Westchester,10502,47,18,8,1,20
608833424e591253b5935e6b,2016,The Spence School,334060,New York,New York,10128,1,1,0,0,0
608833424e591253b5935e6c,2016,The Park School,335230,Snyder,Erie,14226,9,1,5,0,1
608833424e591253b5935e6d,2016,Cathedral High School,333520,New York,New York,10022,17,7,7,1,1
608833424e591253b5935e6e,2016,Campbell - Savona Central Scho,331180,Campbell,Steuben,14821,11,4,1,5,1
608833424e591253b5935e6f,2016,Sidney High School,335190,Sidney,Delaware,13838,27,0,4,12,11
608833424e591253b5935e70,2016,Warsaw Middle High,335780,Warsaw,Wyoming,14569,39,5,5,5,24
608833424e591253b5935e71,2016,Bishop Ludden Jr / Sr High Sch,335448,Syracuse,Onondaga,13219,22,4,1,0,16
608833424e591253b5935e72,2016,Pierson High School,334985,Sag Harbor,Suffolk,11963,21,1,12,1,6
608833424e591253b5935e73,2016,Mother Cabrini High School,333828,New York,New York,10040,1,0,0,0,1
608833424e591253b5935e74,2016,Brooklyn Bridge Academy,331019,Brooklyn,Kings,11236,1,0,0,1,1
608833424e591253b5935e75,2016,Bishop Grimes J R - S R  High,331748,East Syracuse,Onondaga,13057,21,1,5,4,10
608833424e591253b5935e76,2016,The Windsor School,331931,Flushing,Queens,11354,1,1,0,0,0
608833424e591253b5935e77,2016,Southwestern Central High Sch,332610,Jamestown,Chautauqua,14701,61,8,1,1,48
608833424e591253b5935e78,2016,Great Neck South High School,332172,Great Neck,Nassau,11020,66,40,7,7,12
608833424e591253b5935e79,2016,Oppenheim- Ephratah- St Johnsv,335000,St Johnsville,Montgomery,13452,23,0,1,1,20
608833424e591253b5935e7a,2016,Cooperstown Central High Schoo,331470,Cooperstown,Otsego,13326,32,6,10,6,10
608833424e591253b5935e7b,2016,Sanford H. Calhoun High School,333098,Merrick,Nassau,11566,135,31,34,7,63
608833424e591253b5935e7c,2016,Franciscan High School,332380,Peekskill,Westchester,10566,1,0,0,1,0
608833424e591253b5935e7d,2016,Chelsea Career & Technical Edu,333555,New York,New York,10013,5,0,1,1,1
608833424e591253b5935e7e,2016,Middletown High School,333120,Middletown,Orange,10940,218,4,18,9,187
608833424e591253b5935e7f,2016,Staten Island Academy,335400,Staten Island,Richmond,10304,4,1,1,0,0
608833424e591253b5935e80,2016,Robert Wagner Jr Arts & Tech,332902,Long Island City,Queens,11101,10,4,1,1,1
608833424e591253b5935e81,2016,Mlk Law Advocacy And Comm Just,333694,New York,New York,10023,1,0,0,0,1
608833424e591253b5935e82,2016,Regis High School,333905,New York,New York,10028,4,4,0,0,0
608833424e591253b5935e83,2016,Notre Dame High School,331825,Elmira,Chemung,14904,9,1,5,0,1
608833424e591253b5935e84,2016,John F Kennedy High School,335683,Utica,Oneida,13502,1,0,0,0,1
608833424e591253b5935e85,2016,Sherman Central School,335185,Sherman,Chautauqua,14781,15,0,1,4,10
608833424e591253b5935e86,2016,Roslyn High School,334920,Roslyn Heights,Nassau,11577,53,26,7,1,17
608833424e591253b5935e87,2016,New Explorers High School,330617,Bronx,Bronx,10451,4,1,0,1,1
608833424e591253b5935e88,2016,Mount Markham Senior High Scho,335925,West Winfield,Herkimer,13491,37,1,5,8,23
608833424e591253b5935e89,2016,Hoosac School,332440,Hoosick,Rensselaer,12089,6,1,0,1,4
608833424e591253b5935e8a,2016,Waverly Senior / Middle School,335845,Waverly,Tioga,14892,21,5,1,4,10
608833424e591253b5935e8b,2016,Hilton Central High School,332395,Hilton,Monroe,14468,184,9,64,4,107
608833424e591253b5935e8c,2016,Honeoye Central School,332430,Honeoye,Ontario,14471,23,1,1,5,16
608833424e591253b5935e8d,2016,Plainedge High School,333062,North Massapequa,Nassau,11758,132,26,22,33,51
608833424e591253b5935e8e,2016,United Nations International S,333423,New York,New York,10010,1,0,0,0,1
608833424e591253b5935e8f,2016,Magen David Yeshivah High Scho,330757,Brooklyn,Kings,11214,1,1,0,0,0
608833424e591253b5935e90,2016,Marymount School,333800,New York,New York,10028,1,0,0,0,1
608833424e591253b5935e91,2016,Otselic Valley Jr - Sr  High S,335285,South Otselic,Chenango,13155,18,0,0,16,1
608833424e591253b5935e92,2016,East Meadow High School,331715,East Meadow,Nassau,11554,212,39,54,15,104
608833424e591253b5935e93,2016,P 811 Q @ Queens H S Of Teachi,330399,Bellerose,Queens,11425,1,0,1,0,0
608833424e591253b5935e94,2016,Kenmore East Senior  High Scho,335578,Tonawanda,Erie,14150,109,24,24,0,61
608833424e591253b5935e95,2016,Amherst Central High School,335225,Amherst,Erie,14226,97,23,24,6,44
608833424e591253b5935e96,2016,High School For Public Service,330637,Brooklyn,Kings,11203,12,4,6,0,1
608833424e591253b5935e97,2016,High School For Service & Lrng,330807,Brooklyn,Kings,11226,18,1,7,4,6
608833424e591253b5935e98,2016,Saint John The Baptist Diocesa,335898,West Islip,Suffolk,11795,131,30,26,21,54
608833424e591253b5935e99,2016,Saint Vincent Ferrer High Sch,334020,New York,New York,10065,20,5,9,1,4
608833424e591253b5935e9a,2016,Brooklyn School For Music & Th,330627,Brooklyn,Kings,11225,6,0,1,1,1
