county,agency,year,months_reported,_id,total_crime
Suffolk,Ocean Beach Vg PD,2018,12,6086bfb3597615d5d0c4eb3c,22
Suffolk,Quogue Vg PD,2018,12,6086bfb3597615d5d0c4eb3d,48
Suffolk,Riverhead Town PD,2018,12,6086bfb3597615d5d0c4eb3e,1350
Suffolk,Southampton Town PD,2018,12,6086bfb3597615d5d0c4eb3f,1154
Suffolk,Southampton Vg PD,2018,12,6086bfb3597615d5d0c4eb40,106
Suffolk,Southold Town PD,2018,12,6086bfb3597615d5d0c4eb41,484
Suffolk,Suffolk County MTA,2018,12,6086bfb3597615d5d0c4eb42,102
Suffolk,Suffolk County Park PD,2018,12,6086bfb3597615d5d0c4eb43,64
Suffolk,Suffolk County PD,2018,12,6086bfb3597615d5d0c4eb44,33006
Suffolk,Suffolk County Sheriff,2018,12,6086bfb3597615d5d0c4eb45,110
Suffolk,Suffolk County State Police,2018,12,6086bfb3597615d5d0c4eb46,84
Suffolk,SUNY Police - Farmingdale,2018,12,6086bfb3597615d5d0c4eb47,60
Suffolk,SUNY Police - Stony Brook,2018,12,6086bfb3597615d5d0c4eb48,446
Suffolk,Westhampton Beach Vg PD,2018,12,6086bfb3597615d5d0c4eb49,98
Sullivan,Fallsburg Town PD,2018,12,6086bfb3597615d5d0c4eb4b,250
Sullivan,Liberty Vg PD,2018,12,6086bfb3597615d5d0c4eb4c,366
Sullivan,Monticello Vg PD,2018,12,6086bfb3597615d5d0c4eb4d,352
Sullivan,Sullivan County Sheriff,2018,12,6086bfb3597615d5d0c4eb4e,654
Sullivan,Sullivan County State Police,2018,12,6086bfb3597615d5d0c4eb4f,724
Sullivan,Woodridge Vg PD,2018,12,6086bfb3597615d5d0c4eb50,50
Tioga,Owego Vg PD,2018,12,6086bfb3597615d5d0c4eb52,316
Tioga,Tioga County Sheriff,2018,12,6086bfb3597615d5d0c4eb53,250
Tioga,Tioga County State Police,2018,12,6086bfb3597615d5d0c4eb54,184
Tioga,Waverly Vg PD,2018,12,6086bfb3597615d5d0c4eb55,44
Tompkins,Cayuga Heights Vg PD,2018,12,6086bfb3597615d5d0c4eb56,18
Tompkins,Cornell University Police,2018,12,6086bfb3597615d5d0c4eb57,468
Tompkins,Dryden Vg PD,2018,12,6086bfb3597615d5d0c4eb59,72
Tompkins,Groton Vg PD,2018,12,6086bfb3597615d5d0c4eb5a,68
Tompkins,Ithaca City PD,2018,12,6086bfb3597615d5d0c4eb5b,1814
Tompkins,Ithaca College PD,2018,12,6086bfb3597615d5d0c4eb5c,206
Tompkins,Tompkins County Park PD,2018,12,6086bfb3597615d5d0c4eb5d,10
Tompkins,Tompkins County Sheriff,2018,12,6086bfb3597615d5d0c4eb5e,576
Tompkins,Tompkins County State Police,2018,12,6086bfb3597615d5d0c4eb5f,582
Tompkins,Trumansburg Vg PD,2018,12,6086bfb3597615d5d0c4eb60,20
Ulster,Ellenville Vg PD,2018,12,6086bfb3597615d5d0c4eb62,164
Ulster,Kingston City PD,2018,12,6086bfb3597615d5d0c4eb63,1094
Ulster,Lloyd Town PD,2018,12,6086bfb3597615d5d0c4eb64,168
Ulster,Marlborough Town PD,2018,12,6086bfb3597615d5d0c4eb65,86
Ulster,New Paltz Town and Vg PD,2018,12,6086bfb3597615d5d0c4eb66,330
Ulster,Olive Town PD,2018,12,6086bfb3597615d5d0c4eb67,22
Ulster,Plattekill Town PD,2018,12,6086bfb3597615d5d0c4eb68,62
Ulster,Rosendale Town PD,2018,12,6086bfb3597615d5d0c4eb69,46
Ulster,Saugerties Town PD,2018,12,6086bfb3597615d5d0c4eb6a,484
Ulster,Shandaken Town PD,2018,12,6086bfb3597615d5d0c4eb6b,30
Ulster,Shawangunk Town PD,2018,12,6086bfb3597615d5d0c4eb6c,96
Ulster,SUNY Police - New Paltz,2018,12,6086bfb3597615d5d0c4eb6d,60
Ulster,Ulster County Park PD,2018,12,6086bfb3597615d5d0c4eb6e,2
Ulster,Ulster County Sheriff,2018,12,6086bfb3597615d5d0c4eb6f,334
Ulster,Ulster County State Police,2018,12,6086bfb3597615d5d0c4eb70,926
Ulster,Ulster Regional Gang Enforcement Narcotics Team,2018,12,6086bfb3597615d5d0c4eb71,6
Ulster,Ulster Town PD,2018,12,6086bfb3597615d5d0c4eb72,490
Ulster,Woodstock Town PD,2018,12,6086bfb3597615d5d0c4eb73,124
Warren,Bolton Town PD,2018,12,6086bfb3597615d5d0c4eb74,10
Warren,Glens Falls City PD,2018,12,6086bfb3597615d5d0c4eb76,348
Warren,Warren County Sheriff,2018,12,6086bfb3597615d5d0c4eb77,1038
Warren,Warren County State Police,2018,12,6086bfb3597615d5d0c4eb78,508
Washington,Cambridge Vg PD,2018,12,6086bfb3597615d5d0c4eb79,32
Washington,Fort Edward Vg PD,2018,12,6086bfb3597615d5d0c4eb7b,22
Washington,Granville Vg PD,2018,12,6086bfb3597615d5d0c4eb7c,44
Washington,Greenwich Vg PD,2018,12,6086bfb3597615d5d0c4eb7d,20
Washington,Hudson Falls Vg PD,2018,12,6086bfb3597615d5d0c4eb7e,106
Washington,Washington County Sheriff,2018,12,6086bfb3597615d5d0c4eb7f,398
Washington,Washington County State Police,2018,12,6086bfb3597615d5d0c4eb80,252
Wayne,Clyde Vg PD,2018,12,6086bfb3597615d5d0c4eb81,60
Wayne,Macedon Town and Vg PD,2018,12,6086bfb3597615d5d0c4eb83,196
Wayne,Newark Vg PD,2018,12,6086bfb3597615d5d0c4eb84,554
Wayne,Palmyra Vg PD,2018,12,6086bfb3597615d5d0c4eb85,26
Wayne,Sodus Vg PD,2018,12,6086bfb3597615d5d0c4eb86,8
Wayne,Wayne County Park PD,2018,12,6086bfb3597615d5d0c4eb87,2
Wayne,Wayne County Sheriff,2018,12,6086bfb3597615d5d0c4eb88,966
Wayne,Wayne County State Police,2018,12,6086bfb3597615d5d0c4eb89,1132
Wayne,Wolcott Vg PD,2018,12,6086bfb3597615d5d0c4eb8a,18
Westchester,Ardsley Vg PD,2018,12,6086bfb3597615d5d0c4eb8b,56
Westchester,Bedford Town PD,2018,12,6086bfb3597615d5d0c4eb8c,90
Westchester,Briarcliff Manor Vg PD,2018,12,6086bfb3597615d5d0c4eb8d,32
Westchester,Bronxville Vg PD,2018,12,6086bfb3597615d5d0c4eb8e,50
Westchester,Buchanan Vg PD,2018,12,6086bfb3597615d5d0c4eb8f,6
Westchester,Croton-On-Hudson Vg PD,2018,12,6086bfb3597615d5d0c4eb91,66
Westchester,Dobbs Ferry Vg PD,2018,12,6086bfb3597615d5d0c4eb92,192
Westchester,Eastchester Town PD,2018,12,6086bfb3597615d5d0c4eb93,188
Westchester,Elmsford Vg PD,2018,12,6086bfb3597615d5d0c4eb94,44
Westchester,Greenburgh Town PD,2018,12,6086bfb3597615d5d0c4eb95,1198
Westchester,Harrison Town PD,2018,12,6086bfb3597615d5d0c4eb96,202
Westchester,Hastings-on-Hudson Vg PD,2018,12,6086bfb3597615d5d0c4eb97,158
Westchester,Irvington Vg PD,2018,12,6086bfb3597615d5d0c4eb98,38
Westchester,Larchmont Vg PD,2018,12,6086bfb3597615d5d0c4eb99,154
Westchester,Mamaroneck Town PD,2018,12,6086bfb3597615d5d0c4eb9a,150
Westchester,Mamaroneck Vg PD,2018,12,6086bfb3597615d5d0c4eb9b,280
Westchester,Mount Pleasant Town PD,2018,12,6086bfb3597615d5d0c4eb9c,440
Westchester,Mount Vernon City PD,2018,12,6086bfb3597615d5d0c4eb9d,2662
Westchester,New Castle Town PD,2018,12,6086bfb3597615d5d0c4eb9e,108
Westchester,New Rochelle City PD,2018,12,6086bfb3597615d5d0c4eb9f,2006
Westchester,North Castle Town PD,2018,12,6086bfb3597615d5d0c4eba0,122
Westchester,NYC DEPP - Eastview PCT,2018,12,6086bfb3597615d5d0c4eba1,16
Westchester,Ossining Vg PD,2018,12,6086bfb3597615d5d0c4eba2,406
Westchester,Peekskill City PD,2018,12,6086bfb3597615d5d0c4eba3,548
Westchester,Pelham Manor Vg PD,2018,12,6086bfb3597615d5d0c4eba4,318
Westchester,Pelham Vg PD,2018,12,6086bfb3597615d5d0c4eba5,132
Westchester,Pleasantville Vg PD,2018,12,6086bfb3597615d5d0c4eba6,80
Westchester,Port Chester Vg PD,2018,12,6086bfb3597615d5d0c4eba7,414
Westchester,Pound Ridge Town PD,2018,12,6086bfb3597615d5d0c4eba8,96
Westchester,Rye Brook Vg PD,2018,12,6086bfb3597615d5d0c4eba9,92
Westchester,Rye City PD,2018,12,6086bfb3597615d5d0c4ebaa,124
Westchester,Scarsdale Vg PD,2018,12,6086bfb3597615d5d0c4ebab,250
Westchester,Sleepy Hollow Vg PD,2018,12,6086bfb3597615d5d0c4ebac,2
Westchester,SUNY Police - Purchase,2018,12,6086bfb3597615d5d0c4ebad,64
Westchester,Tarrytown Vg PD,2018,12,6086bfb3597615d5d0c4ebae,96
Westchester,Tuckahoe Vg PD,2018,12,6086bfb3597615d5d0c4ebaf,36
Westchester,Westchester Co Dept Pub Safety,2018,12,6086bfb3597615d5d0c4ebb0,550
Westchester,Westchester County MTA,2018,12,6086bfb3597615d5d0c4ebb1,176
Westchester,Westchester County Park PD,2018,12,6086bfb3597615d5d0c4ebb2,6
Westchester,Westchester County State Police,2018,12,6086bfb3597615d5d0c4ebb3,830
Westchester,White Plains City PD,2018,12,6086bfb3597615d5d0c4ebb4,1894
Westchester,Yonkers City PD,2018,12,6086bfb3597615d5d0c4ebb5,4914
Westchester,Yorktown Town PD,2018,12,6086bfb3597615d5d0c4ebb6,398
Wyoming,Arcade Vg PD,2018,12,6086bfb3597615d5d0c4ebb7,36
Wyoming,Attica Vg PD,2018,12,6086bfb3597615d5d0c4ebb8,14
Wyoming,Perry Vg PD,2018,12,6086bfb3597615d5d0c4ebba,130
Wyoming,Warsaw Vg PD,2018,12,6086bfb3597615d5d0c4ebbb,144
Wyoming,Wyoming County Park PD,2018,12,6086bfb3597615d5d0c4ebbc,4
Wyoming,Wyoming County Sheriff,2018,12,6086bfb3597615d5d0c4ebbd,262
Wyoming,Wyoming County State Police,2018,12,6086bfb3597615d5d0c4ebbe,76
Yates,Penn Yan Vg PD,2018,12,6086bfb3597615d5d0c4ebc0,144
Yates,Yates County Sheriff,2018,12,6086bfb3597615d5d0c4ebc1,276
Yates,Yates County State Police,2018,12,6086bfb3597615d5d0c4ebc2,70
Albany,Albany City PD,2017,12,6086bfb3597615d5d0c4ebc3,8564
Albany,Albany County Park PD,2017,12,6086bfb3597615d5d0c4ebc4,6
Albany,Albany County Sheriff,2017,12,6086bfb3597615d5d0c4ebc5,326
Albany,Albany County State Police,2017,12,6086bfb3597615d5d0c4ebc6,370
Albany,Altamont Vg PD,2017,12,6086bfb3597615d5d0c4ebc7,12
Albany,Bethlehem Town PD,2017,12,6086bfb3597615d5d0c4ebc8,1012
Albany,Coeymans Town PD,2017,12,6086bfb3597615d5d0c4ebc9,174
Albany,Cohoes City PD,2017,12,6086bfb3597615d5d0c4ebca,484
Albany,Colonie Town PD,2017,12,6086bfb3597615d5d0c4ebcb,3972
Albany,Green Island Vg PD,2017,12,6086bfb3597615d5d0c4ebcd,68
Albany,Guilderland Town PD,2017,12,6086bfb3597615d5d0c4ebce,1426
Albany,Menands Vg PD,2017,12,6086bfb3597615d5d0c4ebcf,322
Albany,SUNY Police - Albany,2017,12,6086bfb3597615d5d0c4ebd0,332
Albany,SUNY Police - Nanoscale Science and Engineering,2017,12,6086bfb3597615d5d0c4ebd1,6
Albany,Watervliet City PD,2017,12,6086bfb3597615d5d0c4ebd2,500
Allegany,Alfred Vg PD,2017,12,6086bfb3597615d5d0c4ebd3,80
Allegany,Allegany County State Police,2017,12,6086bfb3597615d5d0c4ebd4,520
Allegany,Angelica Vg PD,2017,12,6086bfb3597615d5d0c4ebd5,2
Allegany,Bolivar Vg PD,2017,11,6086bfb3597615d5d0c4ebd6,6
Allegany,Cuba Town PD,2017,12,6086bfb3597615d5d0c4ebd8,104
Allegany,Friendship Town PD,2017,12,6086bfb3597615d5d0c4ebd9,10
Allegany,Independence Town PD,2017,12,6086bfb3597615d5d0c4ebda,6
Allegany,SUNY Police - Alfred,2017,12,6086bfb3597615d5d0c4ebdb,128
Allegany,Wellsville Vg PD,2017,12,6086bfb3597615d5d0c4ebdc,160
Bronx,County Total,2017,12,6086bfb3597615d5d0c4ebdd,71014
Broome,Binghamton City PD,2017,12,6086bfb3597615d5d0c4ebde,4682
Broome,Broome County Sheriff,2017,12,6086bfb3597615d5d0c4ebdf,1104
Broome,Broome County State Police,2017,12,6086bfb3597615d5d0c4ebe0,1048
Broome,Deposit Vg PD,2017,12,6086bfb3597615d5d0c4ebe2,28
Broome,Endicott Vg PD,2017,12,6086bfb3597615d5d0c4ebe3,1006
Broome,Johnson City Vg PD,2017,12,6086bfb3597615d5d0c4ebe4,1694
Broome,Port Dickinson Vg PD,2017,12,6086bfb3597615d5d0c4ebe5,32
Broome,SUNY Police - Binghamton,2017,12,6086bfb3597615d5d0c4ebe6,384
Broome,Vestal Town PD,2017,12,6086bfb3597615d5d0c4ebe7,1190
Cattaraugus,Allegany Vg PD,2017,12,6086bfb3597615d5d0c4ebe8,26
Cattaraugus,Cattaraugus County Park PD,2017,12,6086bfb3597615d5d0c4ebe9,16
Cattaraugus,Cattaraugus County Sheriff,2017,12,6086bfb3597615d5d0c4ebea,664
Cattaraugus,Cattaraugus County State Police,2017,12,6086bfb3597615d5d0c4ebeb,534
Cattaraugus,Cattaraugus Vg PD,2017,12,6086bfb3597615d5d0c4ebec,2
Cattaraugus,Ellicottville Town PD,2017,12,6086bfb3597615d5d0c4ebee,30
Cattaraugus,Franklinville Vg PD,2017,12,6086bfb3597615d5d0c4ebef,42
Cattaraugus,Olean City PD,2017,12,6086bfb3597615d5d0c4ebf0,824
Cattaraugus,Salamanca City PD,2017,12,6086bfb3597615d5d0c4ebf1,206
Cayuga,Auburn City PD,2017,12,6086bfb3597615d5d0c4ebf2,1860
Cayuga,Cayuga County Park PD,2017,12,6086bfb3597615d5d0c4ebf3,2
Cayuga,Cayuga County Sheriff,2017,12,6086bfb3597615d5d0c4ebf4,416
Cayuga,Cayuga County State Police,2017,12,6086bfb3597615d5d0c4ebf5,414
Cayuga,Moravia Vg PD,2017,12,6086bfb3597615d5d0c4ebf7,14
Cayuga,Port Byron Vg PD,2017,12,6086bfb3597615d5d0c4ebf8,2
Cayuga,Weedsport Vg PD,2017,12,6086bfb3597615d5d0c4ebf9,30
Chautauqua,Chautauqua County Park PD,2017,12,6086bfb3597615d5d0c4ebfa,2
Chautauqua,Chautauqua County Sheriff,2017,12,6086bfb3597615d5d0c4ebfb,1028
Chautauqua,Chautauqua County State Police,2017,12,6086bfb3597615d5d0c4ebfc,390
Chautauqua,Dunkirk City PD,2017,12,6086bfb3597615d5d0c4ebfe,478
Chautauqua,Ellicott Town PD,2017,12,6086bfb3597615d5d0c4ebff,388
Chautauqua,Fredonia Vg PD,2017,12,6086bfb3597615d5d0c4ec00,340
Chautauqua,Jamestown City PD,2017,12,6086bfb3597615d5d0c4ec01,2158
Chautauqua,Lakewood-Busti PD,2017,12,6086bfb3597615d5d0c4ec02,674
Chautauqua,SUNY Police - Fredonia,2017,12,6086bfb3597615d5d0c4ec03,98
Chautauqua,Westfield Vg PD,2017,12,6086bfb3597615d5d0c4ec04,26
Chemung,Chemung County Sheriff,2017,12,6086bfb3597615d5d0c4ec05,548
Chemung,Chemung County State Police,2017,12,6086bfb3597615d5d0c4ec06,492
Chemung,Elmira City PD,2017,12,6086bfb3597615d5d0c4ec08,1886
Chemung,Elmira Heights Vg PD,2017,12,6086bfb3597615d5d0c4ec09,118
Chemung,Elmira Town PD,2017,12,6086bfb3597615d5d0c4ec0a,4
Chemung,Horseheads Vg PD,2017,12,6086bfb3597615d5d0c4ec0b,86
Chenango,Afton Vg PD,2017,12,6086bfb3597615d5d0c4ec0c,4
Chenango,Bainbridge Vg PD,2017,12,6086bfb3597615d5d0c4ec0d,8
Chenango,Chenango County Park PD,2017,12,6086bfb3597615d5d0c4ec0e,2
Chenango,Chenango County Sheriff,2017,12,6086bfb3597615d5d0c4ec0f,538
Chenango,Chenango County State Police,2017,12,6086bfb3597615d5d0c4ec10,364
Chenango,Greene Vg PD,2017,12,6086bfb3597615d5d0c4ec12,26
Chenango,New Berlin Town PD,2017,12,6086bfb3597615d5d0c4ec13,34
Chenango,Norwich City PD,2017,12,6086bfb3597615d5d0c4ec14,430
Chenango,Oxford Vg PD,2017,10,6086bfb3597615d5d0c4ec15,6
Chenango,Sherburne Vg PD,2017,12,6086bfb3597615d5d0c4ec16,18
Clinton,Clinton County Park PD,2017,12,6086bfb3597615d5d0c4ec17,2
Clinton,Clinton County Sheriff,2017,12,6086bfb3597615d5d0c4ec18,66
Clinton,Clinton County State Police,2017,12,6086bfb3597615d5d0c4ec19,1498
Clinton,Plattsburgh City PD,2017,12,6086bfb3597615d5d0c4ec1b,774
Clinton,Rouses Point Vg PD,2017,5,6086bfb3597615d5d0c4ec1c,10
Clinton,SUNY Police - Plattsburgh,2017,12,6086bfb3597615d5d0c4ec1d,80
Columbia,Chatham Vg PD,2017,12,6086bfb3597615d5d0c4ec1e,6
Columbia,Columbia County Park PD,2017,12,6086bfb3597615d5d0c4ec1f,6
Columbia,Columbia County Sheriff,2017,12,6086bfb3597615d5d0c4ec20,718
Columbia,Columbia County State Police,2017,12,6086bfb3597615d5d0c4ec21,444
Columbia,Germantown Town PD,2017,12,6086bfb3597615d5d0c4ec23,2
Columbia,Greenport Town PD,2017,12,6086bfb3597615d5d0c4ec24,234
Columbia,Hudson City PD,2017,12,6086bfb3597615d5d0c4ec25,510
Columbia,Philmont Vg PD,2017,12,6086bfb3597615d5d0c4ec26,12
Columbia,Stockport Town PD,2017,12,6086bfb3597615d5d0c4ec27,6
Cortland,Cortland City PD,2017,12,6086bfb3597615d5d0c4ec28,670
Cortland,Cortland County Sheriff,2017,12,6086bfb3597615d5d0c4ec29,850
Cortland,Cortland County State Police,2017,12,6086bfb3597615d5d0c4ec2a,352
Cortland,Homer Vg PD,2017,12,6086bfb3597615d5d0c4ec2c,16
Cortland,SUNY Police - Cortland,2017,12,6086bfb3597615d5d0c4ec2d,100
Delaware,Colchester Town PD,2017,12,6086bfb3597615d5d0c4ec2e,20
Delaware,Delaware County Sheriff,2017,12,6086bfb3597615d5d0c4ec30,348
Delaware,Delaware County State Police,2017,12,6086bfb3597615d5d0c4ec31,310
Delaware,Delhi Vg PD,2017,12,6086bfb3597615d5d0c4ec32,58
Delaware,Hancock Vg PD,2017,12,6086bfb3597615d5d0c4ec33,28
Delaware,Sidney Vg PD,2017,12,6086bfb3597615d5d0c4ec34,202
Delaware,SUNY Police - Delhi,2017,12,6086bfb3597615d5d0c4ec35,58
Delaware,Walton Vg PD,2017,3,6086bfb3597615d5d0c4ec36,16
Dutchess,Beacon City PD,2017,12,6086bfb3597615d5d0c4ec37,566
Dutchess,Dutchess County MTA,2017,12,6086bfb3597615d5d0c4ec39,24
Dutchess,Dutchess County Park PD,2017,12,6086bfb3597615d5d0c4ec3a,16
Dutchess,Dutchess County Sheriff,2017,12,6086bfb3597615d5d0c4ec3b,954
Dutchess,Dutchess County State Police,2017,12,6086bfb3597615d5d0c4ec3c,1338
Dutchess,East Fishkill Town PD,2017,12,6086bfb3597615d5d0c4ec3d,324
Dutchess,Fishkill Town PD,2017,12,6086bfb3597615d5d0c4ec3e,256
Dutchess,Fishkill Vg PD,2017,12,6086bfb3597615d5d0c4ec3f,60
Dutchess,Hyde Park Town PD,2017,12,6086bfb3597615d5d0c4ec40,232
Dutchess,Millerton Vg PD,2017,12,6086bfb3597615d5d0c4ec41,18
Dutchess,Poughkeepsie City PD,2017,12,6086bfb3597615d5d0c4ec42,1642
Dutchess,Poughkeepsie Town PD,2017,12,6086bfb3597615d5d0c4ec43,2460
Dutchess,Red Hook Vg PD,2017,11,6086bfb3597615d5d0c4ec44,74
Dutchess,Rhinebeck Vg PD,2017,12,6086bfb3597615d5d0c4ec45,82
Dutchess,Wappingers Falls Vg PD,2017,12,6086bfb3597615d5d0c4ec46,142
Erie,Akron Vg PD,2017,12,6086bfb3597615d5d0c4ec47,22
Erie,Amherst Town PD,2017,12,6086bfb3597615d5d0c4ec48,3984
Erie,Brant Town PD,2017,12,6086bfb3597615d5d0c4ec49,34
Erie,Buffalo City PD,2017,12,6086bfb3597615d5d0c4ec4a,24870
Erie,Cheektowaga Town PD,2017,12,6086bfb3597615d5d0c4ec4b,4966
Erie,Depew Vg PD,2017,12,6086bfb3597615d5d0c4ec4d,526
Erie,East Aurora-Town Of Aurora PD,2017,12,6086bfb3597615d5d0c4ec4e,188
Erie,Eden Town PD,2017,12,6086bfb3597615d5d0c4ec4f,84
Erie,Erie County Park PD,2017,12,6086bfb3597615d5d0c4ec50,20
Erie,Erie County Sheriff,2017,12,6086bfb3597615d5d0c4ec51,1390
Erie,Erie County State Police,2017,12,6086bfb3597615d5d0c4ec52,570
Erie,Evans Town PD,2017,12,6086bfb3597615d5d0c4ec53,466
Erie,Gowanda Vg PD,2017,12,6086bfb3597615d5d0c4ec54,42
Erie,Hamburg Town PD,2017,12,6086bfb3597615d5d0c4ec55,1822
Erie,Hamburg Vg PD,2017,12,6086bfb3597615d5d0c4ec56,208
Erie,Kenmore Vg PD,2017,12,6086bfb3597615d5d0c4ec57,488
Erie,Lackawanna City PD,2017,12,6086bfb3597615d5d0c4ec58,864
Erie,Lancaster Town PD,2017,12,6086bfb3597615d5d0c4ec59,858
Erie,Orchard Park Town PD,2017,12,6086bfb3597615d5d0c4ec5a,568
Erie,SUNY Police - Buffalo,2017,12,6086bfb3597615d5d0c4ec5b,488
Erie,SUNY Police - Buffalo State College,2017,12,6086bfb3597615d5d0c4ec5c,330
Erie,Tonawanda City PD,2017,12,6086bfb3597615d5d0c4ec5d,712
Erie,Tonawanda Town PD,2017,12,6086bfb3597615d5d0c4ec5e,2024
Erie,West Seneca Town PD,2017,12,6086bfb3597615d5d0c4ec5f,1214
Essex,Essex County Sheriff,2017,12,6086bfb3597615d5d0c4ec61,8
Essex,Essex County State Police,2017,12,6086bfb3597615d5d0c4ec62,658
Essex,Lake Placid Vg PD,2017,12,6086bfb3597615d5d0c4ec63,68
Essex,Moriah Town PD,2017,12,6086bfb3597615d5d0c4ec64,4
Essex,Ticonderoga Town PD,2017,12,6086bfb3597615d5d0c4ec65,102
Franklin,Franklin County State Police,2017,12,6086bfb3597615d5d0c4ec67,740
Franklin,Malone Vg PD,2017,12,6086bfb3597615d5d0c4ec68,326
Franklin,Saranac Lake Vg PD,2017,12,6086bfb3597615d5d0c4ec69,122
Franklin,Tupper Lake Vg PD,2017,12,6086bfb3597615d5d0c4ec6a,188
Fulton,Fulton County Sheriff,2017,12,6086bfb3597615d5d0c4ec6c,666
Fulton,Fulton County State Police,2017,12,6086bfb3597615d5d0c4ec6d,204
Fulton,Gloversville City PD,2017,12,6086bfb3597615d5d0c4ec6e,852
Fulton,Johnstown City PD,2017,12,6086bfb3597615d5d0c4ec6f,444
Fulton,Northville Vg PD,2017,12,6086bfb3597615d5d0c4ec70,10
Genesee,Batavia City PD,2017,12,6086bfb3597615d5d0c4ec71,1156
Genesee,Genesee County Sheriff,2017,12,6086bfb3597615d5d0c4ec73,806
Genesee,Genesee County State Police,2017,12,6086bfb3597615d5d0c4ec74,216
Genesee,LeRoy Vg PD,2017,12,6086bfb3597615d5d0c4ec75,108
Greene,Athens Vg PD,2017,12,6086bfb3597615d5d0c4ec76,2
Greene,Cairo Town PD,2017,12,6086bfb3597615d5d0c4ec77,80
Greene,Catskill Vg PD,2017,12,6086bfb3597615d5d0c4ec78,294
Greene,Coxsackie Vg PD,2017,12,6086bfb3597615d5d0c4ec7a,26
Greene,Durham Town PD,2017,12,6086bfb3597615d5d0c4ec7b,18
Greene,Greene County Sheriff,2017,12,6086bfb3597615d5d0c4ec7c,50
Greene,Greene County State Police,2017,12,6086bfb3597615d5d0c4ec7d,758
Greene,Hunter Town PD,2017,6,6086bfb3597615d5d0c4ec7e,16
Greene,Windham Town PD,2017,12,6086bfb3597615d5d0c4ec7f,26
Hamilton,Hamilton County Sheriff,2017,12,6086bfb3597615d5d0c4ec81,16
Hamilton,Hamilton County State Police,2017,12,6086bfb3597615d5d0c4ec82,48
Hamilton,Inlet Town PD,2017,12,6086bfb3597615d5d0c4ec83,8
Herkimer,Dolgeville Vg PD,2017,12,6086bfb3597615d5d0c4ec85,36
Herkimer,Frankfort Town PD,2017,12,6086bfb3597615d5d0c4ec86,48
Herkimer,Frankfort Vg PD,2017,12,6086bfb3597615d5d0c4ec87,62
Herkimer,Herkimer County Sheriff,2017,12,6086bfb3597615d5d0c4ec88,12
Herkimer,Herkimer County State Police,2017,12,6086bfb3597615d5d0c4ec89,490
Herkimer,Herkimer Vg PD,2017,12,6086bfb3597615d5d0c4ec8a,748
Herkimer,Ilion Vg PD,2017,12,6086bfb3597615d5d0c4ec8b,570
Herkimer,Little Falls City PD,2017,12,6086bfb3597615d5d0c4ec8c,278
Herkimer,Mohawk Vg PD,2017,12,6086bfb3597615d5d0c4ec8d,68
Herkimer,Webb Town PD,2017,12,6086bfb3597615d5d0c4ec8e,10
Jefferson,Adams Vg PD,2017,12,6086bfb3597615d5d0c4ec8f,8
Jefferson,Alexandria Bay Vg PD,2017,12,6086bfb3597615d5d0c4ec90,12
Jefferson,Black River Vg PD,2017,12,6086bfb3597615d5d0c4ec91,12
Jefferson,Brownville Vg PD,2017,12,6086bfb3597615d5d0c4ec92,6
Jefferson,Cape Vincent Vg PD,2017,12,6086bfb3597615d5d0c4ec93,8
Jefferson,Carthage Vg PD,2017,12,6086bfb3597615d5d0c4ec94,128
Jefferson,Clayton Vg PD,2017,12,6086bfb3597615d5d0c4ec95,12
Jefferson,Dexter Vg PD,2017,12,6086bfb3597615d5d0c4ec97,2
Jefferson,Glen Park Vg PD,2017,12,6086bfb3597615d5d0c4ec98,6
Jefferson,Jefferson County Park PD,2017,12,6086bfb3597615d5d0c4ec99,24
Jefferson,Jefferson County Sheriff,2017,12,6086bfb3597615d5d0c4ec9a,656
Jefferson,Jefferson County State Police,2017,12,6086bfb3597615d5d0c4ec9b,1210
Jefferson,Watertown City PD,2017,12,6086bfb3597615d5d0c4ec9c,2394
Jefferson,West Carthage Vg PD,2017,12,6086bfb3597615d5d0c4ec9d,42
Kings,County Total,2017,12,6086bfb3597615d5d0c4ec9e,99532
Lewis,Lewis County Sheriff,2017,12,6086bfb3597615d5d0c4eca0,222
Lewis,Lewis County State Police,2017,12,6086bfb3597615d5d0c4eca1,214
Lewis,Lowville Vg PD,2017,12,6086bfb3597615d5d0c4eca2,84
Livingston,Avon Vg PD,2017,12,6086bfb3597615d5d0c4eca3,26
Livingston,Caledonia Vg PD,2017,12,6086bfb3597615d5d0c4eca4,6
Livingston,Dansville Vg PD,2017,12,6086bfb3597615d5d0c4eca6,220
Livingston,Geneseo Vg PD,2017,12,6086bfb3597615d5d0c4eca7,330
Livingston,Livingston County Sheriff,2017,12,6086bfb3597615d5d0c4eca8,650
Livingston,Livingston County State Police,2017,12,6086bfb3597615d5d0c4eca9,96
Livingston,Mount Morris Vg PD,2017,12,6086bfb3597615d5d0c4ecaa,146
Livingston,Nunda Town and Vg PD,2017,12,6086bfb3597615d5d0c4ecab,26
Livingston,SUNY Police - Geneseo,2017,12,6086bfb3597615d5d0c4ecac,118
Madison,Canastota Vg PD,2017,12,6086bfb3597615d5d0c4ecad,134
Madison,Cazenovia Vg PD,2017,12,6086bfb3597615d5d0c4ecae,84
Madison,Chittenango Vg PD,2017,12,6086bfb3597615d5d0c4ecaf,60
