county,agency,year,months_reported,_id,total_crime
Dutchess,Poughkeepsie Town PD,2018,12,6086bfb3597615d5d0c4e9c6,2130
Dutchess,Red Hook Vg PD,2018,12,6086bfb3597615d5d0c4e9c7,66
Dutchess,Rhinebeck Vg PD,2018,12,6086bfb3597615d5d0c4e9c8,56
Dutchess,Wappingers Falls Vg PD,2018,12,6086bfb3597615d5d0c4e9c9,142
Erie,Akron Vg PD,2018,12,6086bfb3597615d5d0c4e9ca,22
Erie,Amherst Town PD,2018,12,6086bfb3597615d5d0c4e9cb,3822
Erie,Blasdell Vg PD,2018,3,6086bfb3597615d5d0c4e9cc,20
Erie,Brant Town PD,2018,12,6086bfb3597615d5d0c4e9cd,28
Erie,Buffalo City PD,2018,12,6086bfb3597615d5d0c4e9ce,25062
Erie,Cheektowaga Town PD,2018,12,6086bfb3597615d5d0c4e9cf,4690
Erie,Depew Vg PD,2018,12,6086bfb3597615d5d0c4e9d1,524
Erie,East Aurora-Town Of Aurora PD,2018,12,6086bfb3597615d5d0c4e9d2,160
Erie,Eden Town PD,2018,12,6086bfb3597615d5d0c4e9d3,70
Erie,Erie County Park PD,2018,12,6086bfb3597615d5d0c4e9d4,16
Erie,Erie County Sheriff,2018,12,6086bfb3597615d5d0c4e9d5,1242
Erie,Erie County State Police,2018,12,6086bfb3597615d5d0c4e9d6,522
Erie,Evans Town PD,2018,12,6086bfb3597615d5d0c4e9d7,400
Erie,Gowanda Vg PD,2018,12,6086bfb3597615d5d0c4e9d8,82
Erie,Hamburg Town PD,2018,12,6086bfb3597615d5d0c4e9d9,1858
Erie,Hamburg Vg PD,2018,12,6086bfb3597615d5d0c4e9da,210
Erie,Kenmore Vg PD,2018,12,6086bfb3597615d5d0c4e9db,398
Erie,Lackawanna City PD,2018,12,6086bfb3597615d5d0c4e9dc,770
Erie,Lancaster Town PD,2018,12,6086bfb3597615d5d0c4e9dd,852
Erie,Orchard Park Town PD,2018,12,6086bfb3597615d5d0c4e9de,718
Erie,SUNY Police - Buffalo,2018,12,6086bfb3597615d5d0c4e9df,412
Erie,SUNY Police - Buffalo State College,2018,12,6086bfb3597615d5d0c4e9e0,288
Erie,Tonawanda City PD,2018,12,6086bfb3597615d5d0c4e9e1,544
Erie,Tonawanda Town PD,2018,12,6086bfb3597615d5d0c4e9e2,1704
Erie,West Seneca Town PD,2018,12,6086bfb3597615d5d0c4e9e3,1384
Essex,Essex County Sheriff,2018,12,6086bfb3597615d5d0c4e9e5,8
Essex,Essex County State Police,2018,12,6086bfb3597615d5d0c4e9e6,436
Essex,Lake Placid Vg PD,2018,11,6086bfb3597615d5d0c4e9e7,40
Essex,Ticonderoga Town PD,2018,12,6086bfb3597615d5d0c4e9e8,102
Franklin,Franklin County State Police,2018,12,6086bfb3597615d5d0c4e9ea,592
Franklin,Malone Vg PD,2018,12,6086bfb3597615d5d0c4e9eb,234
Franklin,Saranac Lake Vg PD,2018,12,6086bfb3597615d5d0c4e9ec,76
Franklin,Tupper Lake Vg PD,2018,12,6086bfb3597615d5d0c4e9ed,134
Fulton,Fulton County Sheriff,2018,12,6086bfb3597615d5d0c4e9ef,466
Fulton,Fulton County State Police,2018,12,6086bfb3597615d5d0c4e9f0,202
Fulton,Gloversville City PD,2018,12,6086bfb3597615d5d0c4e9f1,892
Fulton,Johnstown City PD,2018,12,6086bfb3597615d5d0c4e9f2,326
Fulton,Northville Vg PD,2018,12,6086bfb3597615d5d0c4e9f3,2
Genesee,Batavia City PD,2018,12,6086bfb3597615d5d0c4e9f4,864
Genesee,Genesee County Park PD,2018,12,6086bfb3597615d5d0c4e9f6,4
Genesee,Genesee County Sheriff,2018,12,6086bfb3597615d5d0c4e9f7,664
Genesee,Genesee County State Police,2018,12,6086bfb3597615d5d0c4e9f8,232
Genesee,LeRoy Vg PD,2018,12,6086bfb3597615d5d0c4e9f9,124
Greene,Cairo Town PD,2018,12,6086bfb3597615d5d0c4e9fa,88
Greene,Catskill Vg PD,2018,12,6086bfb3597615d5d0c4e9fb,288
Greene,Coxsackie Vg PD,2018,12,6086bfb3597615d5d0c4e9fd,8
Greene,Durham Town PD,2018,12,6086bfb3597615d5d0c4e9fe,12
Greene,Greene County Sheriff,2018,12,6086bfb3597615d5d0c4e9ff,52
Greene,Greene County State Police,2018,12,6086bfb3597615d5d0c4ea00,766
Greene,Windham Town PD,2018,12,6086bfb3597615d5d0c4ea01,4
Hamilton,Hamilton County Sheriff,2018,12,6086bfb3597615d5d0c4ea03,12
Hamilton,Hamilton County State Police,2018,12,6086bfb3597615d5d0c4ea04,78
Hamilton,Inlet Town PD,2018,12,6086bfb3597615d5d0c4ea05,2
Herkimer,Dolgeville Vg PD,2018,12,6086bfb3597615d5d0c4ea07,16
Herkimer,Frankfort Town PD,2018,12,6086bfb3597615d5d0c4ea08,28
Herkimer,Frankfort Vg PD,2018,12,6086bfb3597615d5d0c4ea09,28
Herkimer,Herkimer County State Police,2018,12,6086bfb3597615d5d0c4ea0a,426
Herkimer,Herkimer Vg PD,2018,12,6086bfb3597615d5d0c4ea0b,552
Herkimer,Ilion Vg PD,2018,12,6086bfb3597615d5d0c4ea0c,368
Herkimer,Little Falls City PD,2018,12,6086bfb3597615d5d0c4ea0d,142
Herkimer,Mohawk Vg PD,2018,12,6086bfb3597615d5d0c4ea0e,44
Jefferson,Adams Vg PD,2018,12,6086bfb3597615d5d0c4ea0f,4
Jefferson,Alexandria Bay Vg PD,2018,12,6086bfb3597615d5d0c4ea10,20
Jefferson,Black River Vg PD,2018,12,6086bfb3597615d5d0c4ea11,8
Jefferson,Brownville Vg PD,2018,12,6086bfb3597615d5d0c4ea12,6
Jefferson,Carthage Vg PD,2018,12,6086bfb3597615d5d0c4ea13,100
Jefferson,Clayton Vg PD,2018,12,6086bfb3597615d5d0c4ea14,12
Jefferson,Dexter Vg PD,2018,12,6086bfb3597615d5d0c4ea16,2
Jefferson,Jefferson County Park PD,2018,12,6086bfb3597615d5d0c4ea17,14
Jefferson,Jefferson County Sheriff,2018,12,6086bfb3597615d5d0c4ea18,544
Jefferson,Jefferson County State Police,2018,12,6086bfb3597615d5d0c4ea19,1108
Jefferson,Watertown City PD,2018,12,6086bfb3597615d5d0c4ea1a,2176
Jefferson,West Carthage Vg PD,2018,12,6086bfb3597615d5d0c4ea1b,30
Kings,County Total,2018,12,6086bfb3597615d5d0c4ea1c,100212
Lewis,Lewis County Sheriff,2018,12,6086bfb3597615d5d0c4ea1e,156
Lewis,Lewis County State Police,2018,12,6086bfb3597615d5d0c4ea1f,196
Lewis,Lowville Vg PD,2018,12,6086bfb3597615d5d0c4ea20,62
Livingston,Caledonia Vg PD,2018,12,6086bfb3597615d5d0c4ea21,6
Livingston,Dansville Vg PD,2018,12,6086bfb3597615d5d0c4ea23,176
Livingston,Geneseo Vg PD,2018,12,6086bfb3597615d5d0c4ea24,180
Livingston,Livingston County Park PD,2018,12,6086bfb3597615d5d0c4ea25,6
Livingston,Livingston County Sheriff,2018,12,6086bfb3597615d5d0c4ea26,566
Livingston,Livingston County State Police,2018,12,6086bfb3597615d5d0c4ea27,96
Livingston,Mount Morris Vg PD,2018,12,6086bfb3597615d5d0c4ea28,120
Livingston,Nunda Town and Vg PD,2018,4,6086bfb3597615d5d0c4ea29,2
Livingston,SUNY Police - Geneseo,2018,12,6086bfb3597615d5d0c4ea2a,118
Madison,Canastota Vg PD,2018,12,6086bfb3597615d5d0c4ea2b,94
Madison,Cazenovia Vg PD,2018,12,6086bfb3597615d5d0c4ea2c,72
Madison,Chittenango Vg PD,2018,12,6086bfb3597615d5d0c4ea2d,62
Madison,Hamilton Vg PD,2018,12,6086bfb3597615d5d0c4ea2f,22
Madison,Madison County Park PD,2018,12,6086bfb3597615d5d0c4ea30,2
Madison,Madison County Sheriff,2018,12,6086bfb3597615d5d0c4ea31,320
Madison,Madison County State Police,2018,12,6086bfb3597615d5d0c4ea32,400
Madison,Oneida City PD,2018,12,6086bfb3597615d5d0c4ea33,862
Madison,SUNY Police - Morrisville,2018,12,6086bfb3597615d5d0c4ea34,70
Monroe,Brighton Town PD,2018,12,6086bfb3597615d5d0c4ea35,1252
Monroe,Brockport Vg PD,2018,12,6086bfb3597615d5d0c4ea36,194
Monroe,East Rochester Vg PD,2018,12,6086bfb3597615d5d0c4ea38,214
Monroe,Fairport Vg PD,2018,12,6086bfb3597615d5d0c4ea39,46
Monroe,Gates Town PD,2018,12,6086bfb3597615d5d0c4ea3a,1758
Monroe,Greece Town PD,2018,12,6086bfb3597615d5d0c4ea3b,4476
Monroe,Irondequoit Town PD,2018,12,6086bfb3597615d5d0c4ea3c,2030
Monroe,Monroe County Park PD,2018,12,6086bfb3597615d5d0c4ea3d,8
Monroe,Monroe County Sheriff,2018,12,6086bfb3597615d5d0c4ea3e,4506
Monroe,Monroe County State Police,2018,12,6086bfb3597615d5d0c4ea3f,198
Monroe,Ogden Town PD,2018,12,6086bfb3597615d5d0c4ea40,416
Monroe,Rochester City PD,2018,12,6086bfb3597615d5d0c4ea41,17306
Monroe,SUNY Police - Brockport,2018,12,6086bfb3597615d5d0c4ea42,110
Monroe,Webster Town and Vg PD,2018,12,6086bfb3597615d5d0c4ea43,790
Montgomery,Amsterdam City PD,2018,12,6086bfb3597615d5d0c4ea44,452
Montgomery,Canajoharie Vg PD,2018,12,6086bfb3597615d5d0c4ea45,44
Montgomery,Fort Plain Vg PD,2018,12,6086bfb3597615d5d0c4ea47,248
Montgomery,Montgomery County Sheriff,2018,12,6086bfb3597615d5d0c4ea48,406
Montgomery,Montgomery County State Police,2018,12,6086bfb3597615d5d0c4ea49,256
Montgomery,St Johnsville Vg PD,2018,12,6086bfb3597615d5d0c4ea4a,36
Nassau,Centre Island Vg PD,2018,12,6086bfb3597615d5d0c4ea4b,8
Nassau,Floral Park Vg PD,2018,12,6086bfb3597615d5d0c4ea4d,108
Nassau,Freeport Vg PD,2018,12,6086bfb3597615d5d0c4ea4e,984
Nassau,Garden City Vg PD,2018,12,6086bfb3597615d5d0c4ea4f,736
Nassau,Glen Cove City PD,2018,12,6086bfb3597615d5d0c4ea50,230
Nassau,Hempstead Vg PD,2018,12,6086bfb3597615d5d0c4ea51,1822
Nassau,Kings Point Vg PD,2018,12,6086bfb3597615d5d0c4ea52,22
Nassau,Lake Success Vg PD,2018,12,6086bfb3597615d5d0c4ea53,48
Nassau,Long Beach City PD,2018,12,6086bfb3597615d5d0c4ea54,218
Nassau,Lynbrook Vg PD,2018,12,6086bfb3597615d5d0c4ea55,244
Nassau,Malverne Vg PD,2018,12,6086bfb3597615d5d0c4ea56,38
Nassau,Nassau County MTA,2018,12,6086bfb3597615d5d0c4ea57,86
Nassau,Nassau County Park PD,2018,12,6086bfb3597615d5d0c4ea58,96
Nassau,Nassau County PD,2018,12,6086bfb3597615d5d0c4ea59,21300
Nassau,Nassau County State Police,2018,12,6086bfb3597615d5d0c4ea5a,32
Nassau,Old Brookville Vg PD,2018,12,6086bfb3597615d5d0c4ea5b,66
Nassau,Old Westbury Vg PD,2018,12,6086bfb3597615d5d0c4ea5c,72
Nassau,Oyster Bay Cove Vg PD,2018,12,6086bfb3597615d5d0c4ea5d,6
Nassau,Port Washington Police District,2018,12,6086bfb3597615d5d0c4ea5e,204
Nassau,Rockville Centre Vg PD,2018,12,6086bfb3597615d5d0c4ea5f,400
Nassau,Sands Point Vg PD,2018,12,6086bfb3597615d5d0c4ea60,20
New York,County Total,2018,12,6086bfb3597615d5d0c4ea61,99660
Niagara,Lewiston Town PD,2018,12,6086bfb3597615d5d0c4ea63,336
Niagara,Lockport City PD,2018,4,6086bfb3597615d5d0c4ea64,314
Niagara,Middleport Vg PD,2018,12,6086bfb3597615d5d0c4ea65,58
Niagara,Niagara County Park PD,2018,12,6086bfb3597615d5d0c4ea66,80
Niagara,Niagara County Sheriff,2018,12,6086bfb3597615d5d0c4ea67,1318
Niagara,Niagara County State Police,2018,12,6086bfb3597615d5d0c4ea68,498
Niagara,Niagara Falls City PD,2018,12,6086bfb3597615d5d0c4ea69,4806
Niagara,Niagara Town PD,2018,12,6086bfb3597615d5d0c4ea6a,540
Niagara,North Tonawanda City PD,2018,12,6086bfb3597615d5d0c4ea6b,894
Niagara,Somerset Town PD,2018,12,6086bfb3597615d5d0c4ea6c,6
Niagara,Youngstown Vg PD,2018,12,6086bfb3597615d5d0c4ea6d,4
Oneida,Boonville Vg PD,2018,12,6086bfb3597615d5d0c4ea6e,32
Oneida,Camden Vg PD,2018,12,6086bfb3597615d5d0c4ea6f,38
Oneida,Kirkland Town PD,2018,12,6086bfb3597615d5d0c4ea71,12
Oneida,New Hartford Town and Vg PD,2018,12,6086bfb3597615d5d0c4ea72,1410
Oneida,New York Mills Vg PD,2018,12,6086bfb3597615d5d0c4ea73,66
Oneida,Oneida County Park PD,2018,12,6086bfb3597615d5d0c4ea74,4
Oneida,Oneida County Sheriff,2018,12,6086bfb3597615d5d0c4ea75,800
Oneida,Oneida County State Police,2018,12,6086bfb3597615d5d0c4ea76,936
Oneida,Oriskany Vg PD,2018,12,6086bfb3597615d5d0c4ea77,16
Oneida,Rome City PD,2018,12,6086bfb3597615d5d0c4ea78,1178
Oneida,Sherrill City PD,2018,12,6086bfb3597615d5d0c4ea79,12
Oneida,SUNY Police - Polytechnic Institute,2018,12,6086bfb3597615d5d0c4ea7a,20
Oneida,Utica City PD,2018,12,6086bfb3597615d5d0c4ea7b,4594
Oneida,Vernon Vg PD,2018,12,6086bfb3597615d5d0c4ea7c,20
Oneida,Whitesboro Vg PD,2018,12,6086bfb3597615d5d0c4ea7d,34
Oneida,Whitestown Town PD,2018,12,6086bfb3597615d5d0c4ea7e,60
Oneida,Yorkville Vg PD,2018,12,6086bfb3597615d5d0c4ea7f,70
Onondaga,Baldwinsville Vg PD,2018,12,6086bfb3597615d5d0c4ea80,106
Onondaga,Camillus Town and Vg PD,2018,12,6086bfb3597615d5d0c4ea81,578
Onondaga,Cicero Town PD,2018,12,6086bfb3597615d5d0c4ea82,458
Onondaga,DeWitt Town PD,2018,12,6086bfb3597615d5d0c4ea84,1236
Onondaga,Geddes Town PD,2018,12,6086bfb3597615d5d0c4ea85,444
Onondaga,Jordan Vg PD,2018,12,6086bfb3597615d5d0c4ea86,2
Onondaga,Liverpool Vg PD,2018,12,6086bfb3597615d5d0c4ea87,38
Onondaga,Manlius Town PD,2018,12,6086bfb3597615d5d0c4ea88,558
Onondaga,Marcellus Vg PD,2018,12,6086bfb3597615d5d0c4ea89,22
Onondaga,North Syracuse Vg PD,2018,12,6086bfb3597615d5d0c4ea8a,156
Onondaga,Onondaga County Park PD,2018,12,6086bfb3597615d5d0c4ea8b,10
Onondaga,Onondaga County Park Rangers,2018,12,6086bfb3597615d5d0c4ea8c,26
Onondaga,Onondaga County Sheriff,2018,12,6086bfb3597615d5d0c4ea8d,3666
Onondaga,Onondaga County State Police,2018,12,6086bfb3597615d5d0c4ea8e,1188
Onondaga,Skaneateles Vg PD,2018,12,6086bfb3597615d5d0c4ea8f,34
Onondaga,Solvay Vg PD,2018,12,6086bfb3597615d5d0c4ea90,248
Onondaga,SUNY Police - Environmental Science,2018,12,6086bfb3597615d5d0c4ea91,42
Onondaga,SUNY Police - Upstate Medical,2018,12,6086bfb3597615d5d0c4ea92,234
Onondaga,Syracuse City PD,2018,12,6086bfb3597615d5d0c4ea93,10852
Ontario,Canandaigua City PD,2018,12,6086bfb3597615d5d0c4ea94,436
Ontario,Clifton Springs Vg PD,2018,4,6086bfb3597615d5d0c4ea95,4
Ontario,Geneva City PD,2018,12,6086bfb3597615d5d0c4ea97,504
Ontario,Ontario County Sheriff,2018,12,6086bfb3597615d5d0c4ea98,1398
Ontario,Ontario County State Police,2018,12,6086bfb3597615d5d0c4ea99,572
Ontario,Phelps Vg PD,2018,12,6086bfb3597615d5d0c4ea9a,10
Orange,Blooming Grove Town PD,2018,12,6086bfb3597615d5d0c4ea9b,178
Orange,Chester Town PD,2018,12,6086bfb3597615d5d0c4ea9c,42
Orange,Chester Vg PD,2018,12,6086bfb3597615d5d0c4ea9d,54
Orange,Cornwall-on-Hudson Vg PD,2018,12,6086bfb3597615d5d0c4ea9e,20
Orange,Cornwall Town PD,2018,12,6086bfb3597615d5d0c4ea9f,40
Orange,Crawford Town PD,2018,12,6086bfb3597615d5d0c4eaa1,186
Orange,Deerpark Town PD,2018,12,6086bfb3597615d5d0c4eaa2,138
Orange,Florida Vg PD,2018,12,6086bfb3597615d5d0c4eaa3,10
Orange,Goshen Town PD,2018,12,6086bfb3597615d5d0c4eaa4,90
Orange,Goshen Vg PD,2018,12,6086bfb3597615d5d0c4eaa5,84
Orange,Greenwood Lake Vg PD,2018,12,6086bfb3597615d5d0c4eaa6,42
Orange,Harriman Vg PD,2018,12,6086bfb3597615d5d0c4eaa7,62
Orange,Highland Falls Vg PD,2018,12,6086bfb3597615d5d0c4eaa8,32
Orange,Highlands Town PD,2018,12,6086bfb3597615d5d0c4eaa9,10
Orange,Maybrook Vg PD,2018,12,6086bfb3597615d5d0c4eaaa,22
Orange,Middletown City PD,2018,12,6086bfb3597615d5d0c4eaab,1240
Orange,Monroe Vg PD,2018,12,6086bfb3597615d5d0c4eaac,184
Orange,Montgomery Town PD,2018,12,6086bfb3597615d5d0c4eaad,76
Orange,Montgomery Vg PD,2018,12,6086bfb3597615d5d0c4eaae,30
Orange,Mount Hope Town PD,2018,12,6086bfb3597615d5d0c4eaaf,14
Orange,Newburgh City PD,2018,12,6086bfb3597615d5d0c4eab0,1972
Orange,Newburgh Town PD,2018,12,6086bfb3597615d5d0c4eab1,2024
Orange,New Windsor Town PD,2018,12,6086bfb3597615d5d0c4eab2,738
Orange,Orange County MTA,2018,12,6086bfb3597615d5d0c4eab3,4
Orange,Orange County Park PD,2018,12,6086bfb3597615d5d0c4eab4,12
Orange,Orange County Sheriff,2018,12,6086bfb3597615d5d0c4eab5,52
Orange,Orange County State Police,2018,12,6086bfb3597615d5d0c4eab6,1604
Orange,Port Jervis City PD,2018,12,6086bfb3597615d5d0c4eab7,376
Orange,Tuxedo Park Vg PD,2018,12,6086bfb3597615d5d0c4eab8,22
Orange,Tuxedo Town PD,2018,12,6086bfb3597615d5d0c4eab9,14
Orange,Walden Vg PD,2018,12,6086bfb3597615d5d0c4eaba,140
Orange,Wallkill Town PD,2018,12,6086bfb3597615d5d0c4eabb,1176
Orange,Warwick Town PD,2018,12,6086bfb3597615d5d0c4eabc,258
Orange,Washingtonville Vg PD,2018,12,6086bfb3597615d5d0c4eabd,80
Orange,Woodbury Town PD,2018,12,6086bfb3597615d5d0c4eabe,846
Orleans,Albion Vg PD,2018,12,6086bfb3597615d5d0c4eabf,384
Orleans,Holley Vg PD,2018,12,6086bfb3597615d5d0c4eac1,42
Orleans,Medina Vg PD,2018,12,6086bfb3597615d5d0c4eac2,220
Orleans,Orleans County Sheriff,2018,12,6086bfb3597615d5d0c4eac3,370
Orleans,Orleans County State Police,2018,12,6086bfb3597615d5d0c4eac4,184
Oswego,Central Square Vg PD,2018,12,6086bfb3597615d5d0c4eac5,104
Oswego,Fulton City PD,2018,12,6086bfb3597615d5d0c4eac7,808
Oswego,Oswego City PD,2018,12,6086bfb3597615d5d0c4eac8,982
Oswego,Oswego County Sheriff,2018,12,6086bfb3597615d5d0c4eac9,734
Oswego,Oswego County State Police,2018,12,6086bfb3597615d5d0c4eaca,1222
Oswego,Phoenix Vg PD,2018,12,6086bfb3597615d5d0c4eacb,36
Oswego,Pulaski Vg PD,2018,12,6086bfb3597615d5d0c4eacc,46
Oswego,SUNY Police - Oswego,2018,12,6086bfb3597615d5d0c4eacd,134
Otsego,Cooperstown Vg PD,2018,12,6086bfb3597615d5d0c4eace,10
Otsego,Oneonta City PD,2018,12,6086bfb3597615d5d0c4ead0,448
Otsego,Otsego County Sheriff,2018,12,6086bfb3597615d5d0c4ead1,86
Otsego,Otsego County State Police,2018,12,6086bfb3597615d5d0c4ead2,800
Otsego,SUNY Police - Oneonta,2018,12,6086bfb3597615d5d0c4ead3,94
Putnam,Brewster Vg PD,2018,12,6086bfb3597615d5d0c4ead4,20
Putnam,Carmel Town PD,2018,12,6086bfb3597615d5d0c4ead5,298
Putnam,Cold Spring Vg PD,2018,12,6086bfb3597615d5d0c4ead6,20
Putnam,Kent Town PD,2018,12,6086bfb3597615d5d0c4ead8,104
Putnam,Putnam County MTA,2018,12,6086bfb3597615d5d0c4ead9,2
Putnam,Putnam County Park PD,2018,12,6086bfb3597615d5d0c4eada,2
Putnam,Putnam County Sheriff,2018,12,6086bfb3597615d5d0c4eadb,336
Putnam,Putnam County State Police,2018,12,6086bfb3597615d5d0c4eadc,222
Queens,County Total,2018,12,6086bfb3597615d5d0c4eadd,66270
Rensselaer,East Greenbush Town PD,2018,12,6086bfb3597615d5d0c4eadf,832
Rensselaer,Hoosick Falls Vg PD,2018,12,6086bfb3597615d5d0c4eae0,84
Rensselaer,Nassau Vg PD,2018,12,6086bfb3597615d5d0c4eae1,14
Rensselaer,North Greenbush Town PD,2018,12,6086bfb3597615d5d0c4eae2,332
Rensselaer,Rensselaer City PD,2018,12,6086bfb3597615d5d0c4eae3,196
Rensselaer,Rensselaer County Park PD,2018,12,6086bfb3597615d5d0c4eae4,4
Rensselaer,Rensselaer County Sheriff,2018,12,6086bfb3597615d5d0c4eae5,396
Rensselaer,Rensselaer County State Police,2018,12,6086bfb3597615d5d0c4eae6,798
Rensselaer,Rensselaer Poly Tech Police,2018,6,6086bfb3597615d5d0c4eae7,24
Rensselaer,Schodack Town PD,2018,12,6086bfb3597615d5d0c4eae8,120
Rensselaer,Troy City PD,2018,12,6086bfb3597615d5d0c4eae9,3388
Richmond,County Total,2018,12,6086bfb3597615d5d0c4eaea,11476
Rockland,Clarkstown Town PD,2018,12,6086bfb3597615d5d0c4eaeb,2562
Rockland,Haverstraw Town PD,2018,12,6086bfb3597615d5d0c4eaed,480
Rockland,Orangetown Town PD,2018,12,6086bfb3597615d5d0c4eaee,660
Rockland,Piermont Vg PD,2018,12,6086bfb3597615d5d0c4eaef,14
Rockland,Ramapo Town PD,2018,12,6086bfb3597615d5d0c4eaf0,1226
Rockland,Rockland County Park PD,2018,12,6086bfb3597615d5d0c4eaf1,28
Rockland,Rockland County Sheriff,2018,12,6086bfb3597615d5d0c4eaf2,68
Rockland,Rockland County State Police,2018,12,6086bfb3597615d5d0c4eaf3,36
Rockland,South Nyack-Grand View PD,2018,12,6086bfb3597615d5d0c4eaf4,72
Rockland,Spring Valley Vg PD,2018,12,6086bfb3597615d5d0c4eaf5,1052
Rockland,Stony Point Town PD,2018,12,6086bfb3597615d5d0c4eaf6,114
Rockland,Suffern Vg PD,2018,12,6086bfb3597615d5d0c4eaf7,114
Saratoga,Ballston Spa Vg PD,2018,12,6086bfb3597615d5d0c4eaf8,62
Saratoga,Mechanicville City PD,2018,12,6086bfb3597615d5d0c4eafa,108
Saratoga,Saratoga County Park PD,2018,12,6086bfb3597615d5d0c4eafb,34
Saratoga,Saratoga County Sheriff,2018,12,6086bfb3597615d5d0c4eafc,2350
Saratoga,Saratoga County State Police,2018,12,6086bfb3597615d5d0c4eafd,1372
Saratoga,Saratoga Springs City PD,2018,12,6086bfb3597615d5d0c4eafe,1062
Saratoga,South Glens Falls Vg PD,2018,12,6086bfb3597615d5d0c4eaff,120
Saratoga,Stillwater Town PD,2018,12,6086bfb3597615d5d0c4eb00,28
Saratoga,Waterford Town and Vg PD,2018,12,6086bfb3597615d5d0c4eb01,86
Schenectady,Glenville Town PD,2018,12,6086bfb3597615d5d0c4eb03,628
Schenectady,Niskayuna Town PD,2018,12,6086bfb3597615d5d0c4eb04,828
Schenectady,Rotterdam Town PD,2018,12,6086bfb3597615d5d0c4eb05,1892
Schenectady,Schenectady City PD,2018,12,6086bfb3597615d5d0c4eb06,5464
Schenectady,Schenectady County Sheriff,2018,12,6086bfb3597615d5d0c4eb07,38
Schenectady,Schenectady County State Police,2018,12,6086bfb3597615d5d0c4eb08,146
Schenectady,Scotia Vg PD,2018,12,6086bfb3597615d5d0c4eb09,234
Schoharie,Cobleskill Vg PD,2018,12,6086bfb3597615d5d0c4eb0a,258
Schoharie,Schoharie County Sheriff,2018,12,6086bfb3597615d5d0c4eb0c,64
Schoharie,Schoharie County State Police,2018,12,6086bfb3597615d5d0c4eb0d,254
Schoharie,SUNY Police - Cobleskill,2018,12,6086bfb3597615d5d0c4eb0e,64
Schuyler,Schuyler County Park PD,2018,12,6086bfb3597615d5d0c4eb10,2
Schuyler,Schuyler County Sheriff,2018,12,6086bfb3597615d5d0c4eb11,46
Schuyler,Schuyler County State Police,2018,12,6086bfb3597615d5d0c4eb12,34
Schuyler,Watkins Glen Vg PD,2018,12,6086bfb3597615d5d0c4eb13,38
Seneca,Seneca County Park PD,2018,12,6086bfb3597615d5d0c4eb15,8
Seneca,Seneca County Sheriff,2018,12,6086bfb3597615d5d0c4eb16,120
Seneca,Seneca County State Police,2018,12,6086bfb3597615d5d0c4eb17,258
Seneca,Seneca Falls Town PD,2018,12,6086bfb3597615d5d0c4eb18,422
Seneca,Waterloo Vg PD,2018,12,6086bfb3597615d5d0c4eb19,122
Steuben,Addison Vg PD,2018,12,6086bfb3597615d5d0c4eb1a,36
Steuben,Bath Vg PD,2018,7,6086bfb3597615d5d0c4eb1b,148
Steuben,Canisteo Vg PD,2018,12,6086bfb3597615d5d0c4eb1c,36
Steuben,Cohocton Town PD,2018,12,6086bfb3597615d5d0c4eb1d,2
Steuben,Corning City PD,2018,12,6086bfb3597615d5d0c4eb1e,592
Steuben,Hammondsport Vg PD,2018,12,6086bfb3597615d5d0c4eb20,12
Steuben,Hornell City PD,2018,12,6086bfb3597615d5d0c4eb21,232
Steuben,Painted Post Vg PD,2018,5,6086bfb3597615d5d0c4eb22,18
Steuben,Steuben County Park PD,2018,12,6086bfb3597615d5d0c4eb23,2
Steuben,Steuben County Sheriff,2018,12,6086bfb3597615d5d0c4eb24,192
Steuben,Steuben County State Police,2018,12,6086bfb3597615d5d0c4eb25,798
Steuben,Wayland Vg PD,2018,12,6086bfb3597615d5d0c4eb26,16
St Lawrence,Canton Vg PD,2018,12,6086bfb3597615d5d0c4eb27,66
St Lawrence,Massena Vg PD,2018,12,6086bfb3597615d5d0c4eb29,574
St Lawrence,Norfolk Town PD,2018,12,6086bfb3597615d5d0c4eb2a,8
St Lawrence,Norwood Vg PD,2018,12,6086bfb3597615d5d0c4eb2b,26
St Lawrence,Ogdensburg City PD,2018,12,6086bfb3597615d5d0c4eb2c,854
St Lawrence,Potsdam Vg PD,2018,12,6086bfb3597615d5d0c4eb2d,218
St Lawrence,St Lawrence County Park PD,2018,12,6086bfb3597615d5d0c4eb2e,6
St Lawrence,St Lawrence County Sheriff,2018,12,6086bfb3597615d5d0c4eb2f,104
St Lawrence,St Lawrence County State Police,2018,12,6086bfb3597615d5d0c4eb30,776
St Lawrence,SUNY Police - Canton,2018,12,6086bfb3597615d5d0c4eb31,66
St Lawrence,SUNY Police - Potsdam,2018,12,6086bfb3597615d5d0c4eb32,104
Suffolk,Amityville Vg PD,2018,12,6086bfb3597615d5d0c4eb33,214
Suffolk,Asharoken Vg PD,2018,12,6086bfb3597615d5d0c4eb34,4
Suffolk,East Hampton Town PD,2018,12,6086bfb3597615d5d0c4eb36,378
Suffolk,East Hampton Vg PD,2018,12,6086bfb3597615d5d0c4eb37,72
Suffolk,Huntington Bay Vg PD,2018,12,6086bfb3597615d5d0c4eb38,4
Suffolk,Lloyd Harbor Vg PD,2018,12,6086bfb3597615d5d0c4eb39,24
Suffolk,Nissequogue Vg PD,2018,12,6086bfb3597615d5d0c4eb3a,16
Suffolk,Northport Vg PD,2018,12,6086bfb3597615d5d0c4eb3b,50
